unknown_wavelength,6,2,2,16
unknown_wavelength,6,2,2,16
unknown_wavelength,5,2,1,12
unknown_wavelength,5,2,1,12
unknown_wavelength,7,2,2,17
unknown_wavelength,7,2,2,17
unknown_wavelength,5,2,1,12
unknown_wavelength,5,2,1,12
unknown_wavelength,6,2,2,15
unknown_wavelength,6,2,2,15
unknown_wavelength,8,2,2,20
unknown_wavelength,8,2,2,20
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,6,1,2,15
unknown_wavelength,6,1,2,15
unknown_wavelength,6,2,2,15
unknown_wavelength,6,2,2,15
unknown_wavelength,5,2,1,14
unknown_wavelength,5,2,1,14
unknown_wavelength,6,1,2,16
unknown_wavelength,6,1,2,16
unknown_wavelength,5,1,1,14
unknown_wavelength,5,1,1,14
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,4,1,1,12
unknown_wavelength,4,1,1,12
unknown_wavelength,5,1,1,13
unknown_wavelength,5,1,1,13
unknown_wavelength,4,1,1,11
unknown_wavelength,4,1,1,11
unknown_wavelength,4,1,1,10
unknown_wavelength,4,1,1,10
unknown_wavelength,4,1,1,11
unknown_wavelength,4,1,1,11
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,4,1,1,11
unknown_wavelength,4,1,1,11
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,0,8
unknown_wavelength,2,1,0,6
unknown_wavelength,2,1,0,6
unknown_wavelength,4,1,1,10
unknown_wavelength,4,1,1,10
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,9
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,7
unknown_wavelength,3,1,1,7
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,0,8
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,7
unknown_wavelength,3,1,1,7
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,3,0,1,8
unknown_wavelength,3,0,1,8
unknown_wavelength,2,1,0,6
unknown_wavelength,2,1,0,6
unknown_wavelength,2,1,0,7
unknown_wavelength,2,1,0,7
unknown_wavelength,3,1,1,7
unknown_wavelength,3,1,1,7
unknown_wavelength,2,0,0,7
unknown_wavelength,2,0,0,7
unknown_wavelength,3,1,1,8
unknown_wavelength,3,1,1,8
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,7
unknown_wavelength,2,1,0,7
unknown_wavelength,2,1,0,7
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,1,0,0,5
unknown_wavelength,1,0,0,5
unknown_wavelength,2,0,1,7
unknown_wavelength,2,0,1,7
unknown_wavelength,2,0,1,7
unknown_wavelength,2,0,1,7
unknown_wavelength,2,0,0,6
unknown_wavelength,2,0,0,6
unknown_wavelength,2,1,0,6
