unknown_wavelength,49,15,42,91
unknown_wavelength,48,14,41,90
unknown_wavelength,48,15,41,89
unknown_wavelength,49,16,42,90
unknown_wavelength,54,19,46,97
unknown_wavelength,56,21,49,100
unknown_wavelength,61,22,54,107
unknown_wavelength,63,24,56,109
unknown_wavelength,69,27,63,117
unknown_wavelength,71,28,65,120
unknown_wavelength,76,30,68,131
unknown_wavelength,77,31,69,132
unknown_wavelength,79,33,73,133
unknown_wavelength,79,33,72,133
unknown_wavelength,79,33,72,134
unknown_wavelength,79,33,72,134
unknown_wavelength,79,34,72,133
unknown_wavelength,78,33,70,132
unknown_wavelength,78,33,70,132
unknown_wavelength,77,33,69,131
unknown_wavelength,77,32,69,132
unknown_wavelength,77,32,69,131
unknown_wavelength,77,31,68,133
unknown_wavelength,77,31,68,133
unknown_wavelength,77,31,69,133
unknown_wavelength,77,30,69,132
unknown_wavelength,77,31,70,132
unknown_wavelength,77,31,70,132
unknown_wavelength,77,31,71,130
unknown_wavelength,77,31,71,131
unknown_wavelength,78,30,70,134
unknown_wavelength,77,30,70,133
unknown_wavelength,76,30,70,129
unknown_wavelength,75,29,69,128
unknown_wavelength,74,26,68,128
unknown_wavelength,73,26,67,127
unknown_wavelength,72,26,64,127
unknown_wavelength,72,26,64,126
unknown_wavelength,70,26,64,122
unknown_wavelength,70,26,63,122
unknown_wavelength,70,25,64,122
unknown_wavelength,70,25,64,121
unknown_wavelength,71,26,64,124
unknown_wavelength,71,26,64,124
unknown_wavelength,71,27,65,122
unknown_wavelength,71,27,65,122
unknown_wavelength,72,28,65,123
unknown_wavelength,71,27,64,122
unknown_wavelength,71,28,64,122
unknown_wavelength,70,27,63,121
unknown_wavelength,69,27,61,120
unknown_wavelength,69,27,61,120
unknown_wavelength,69,27,60,120
unknown_wavelength,67,26,59,118
unknown_wavelength,66,24,58,118
unknown_wavelength,66,24,57,117
unknown_wavelength,64,24,59,109
unknown_wavelength,64,24,59,109
unknown_wavelength,64,24,57,112
unknown_wavelength,64,24,57,112
unknown_wavelength,65,25,57,113
unknown_wavelength,65,25,57,113
unknown_wavelength,65,26,59,111
unknown_wavelength,65,26,59,111
unknown_wavelength,66,27,58,113
